id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
234G7P;1145795;No Straight Roads;Video Games and Consoles - Nintendo Switch - Games;12+;15.01;5056208807595;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/234G7P/13d342b78d8a4ffe9ee8047eac220f1f.png/f/no-straight-roads.png;50;;English;English;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Take back Vinyl City - with rock! Embark on a music-based action-adventure as indie rock band members Mayday & Zuke and lead a musical revolution against EDM empire No StraightRoads. After being unfairly rejected in their audition to join No Straight Roads, Mayday & Zuke uncover the evil intentions behind the NSR empire.&nbspItâs now down to them to save their city from corruption. Enjoy fast & frenetic combat with a musical twist as these two aspiring rock artists fight back with the power of music!</p><ul><li>A unique action-adventure game that mashes together rhythm-infused combat with a vibrant offbeat world and a killer soundtrack.</li><li>Two playable characters, Mayday & Zuke, each with their own music-based weapons and attacks.</li><li>An action-adventure with a musical twist. Players can attack, jump and move freely while enemies attack to the beat of the music.</li><li>Change the world-with music! Harness the power of music to transform props into weapons and shift between rock & EDM in a seamless and dynamic manner.</li><li>Experience 8 extraordinary levels inspired by different genres of music.</li><li>Defeat giant, memorable bosses with unique personalities.</li><li>An energetic soundtrack filled with awesome music.</li><li>Upgrade your skill tree to improve your abilities & defeat NSR.</li></ul>
AJ2R38;1140725;Nintendo Switch Hori Pad (Blue);Video Games and Consoles - Nintendo Switch - Accessories - Controllers;;18.47;0873124007497;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ2R38/0b693fba3b25481a9dc5f3c356f27eda.jpg/f/nintendo-switch-hori-pad-blue.jpg;6;HORI;;;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<ul><li>Officially licensed by Nintendo</li><li>Detachable D-pad for customized control: choose between traditional or Joy-Con type gameplay&nbsp</li><li>Turbo function with 3 settings: 5/10/20 times/s</li><li>Ergonomic design and extra large size for a secure grip</li><li>No lag: wired pro controller (3 m)</li></ul>
AM98FV;1137559;Aeterno Blade II;Video Games and Consoles - Nintendo Switch - Games;12+;13.85;5060201659907;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AM98FV/3c55c0d52d2a4ef8b391caa694941f5d.jpg/f/aeterno-blade-ii.jpg;10;;English;English,French,Italian,German,Spanish;English,French,Italian,German,Spanish;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Hatred infects the land. Its corruption has created the Dark Abyss, a destructive void powerful enough to break the very fabric of reality. To prevent its destruction from spreading, the ancient Lords of Time hide three time-altering weapons, known as the AeternoBlades, by scattering them across dimensions. But only their power can restore the universe to order.</p><p>Itâs now up to the young heroine Freyja to find them, mustering all her courage and skill with a sword to travel across the most dangerous parts of time and space. The journey takes her to the kingdom of Chronosia, where two brave warriors Felix and Bernard take part in a desperate fight to save their home.</p><p>United by fate, these three heroes must work together and use the power of the AeternoBlades to defy the abyss. Or reality, as they know it, will cease to exist&hellip</p>
236H9U;1162400;Raptor - Dual Charging Dock For Controllers PS5 / PS4;Video Games and Consoles - PlayStation 5 - Accessories - Chargers;;22.53;4251236200948;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236H9U/7fc02bde14da4c3da005f1814995c5bf.jpg/f/raptor-dual-charging-dock-for-controllers-ps5-ps4.jpg;8;Raptor;;;;;;;;;;;;;White;;;;;;;;;;;;;;;;;;;;;;;White;;;;;;;;;;;;;;;;;<p><strong>Charge your PlayStation controllers in style using this cool Dual Charging Dock that can charge two PS5 controllers and two PS4 controllers at once.</strong></p><p>This cool Dual Charging Dock from Raptor charges PS5 controllers through USB-C ports and PS4 controllers through USB-A ports. A weighted bottom, with non-slip material, ensures that the Dock station stays where it stands. LED lights on the front indicate to you when the controllers are fully charged. Created in a cool design that matches the same design elements that the PS5 makes use of, making it a perfect match for your favorite console.</p><p><strong>Features for Raptor Dual Charging Dock For Controllers PS5 / PS4</strong></p><ul><li><p>Charge two PS5 controllers simultaneously with USB-C ports</p></li><li><p>Charge two PS4 controllers simultaneously with USB-A ports</p></li><li><p>LED status indicator</p></li><li><p>Powered by AC adapter (5V / 3A)</p></li></ul><p>EAN: 4251236200948</p><p>SKU: RG-CS200-U</p>
235GA9;1154075;Oddworld Munch Odyssey;Video Games and Consoles - Nintendo Switch - Games;12+;17.32;3760156485300;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235GA9/c2c4f4463afb4f619090e3a075902ef5.jpg/f/oddworld-munch-odyssey.jpg;86;;English;English,French,Spanish,Italian,Dutch;English,French,Italian,German,Spanish;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>How would you feel if you broke your leg in a scrab trap, were abducted by soulless scientists, had an alien device implanted in your skull, and found out your race had been hunted to extinction?<br><br>It's up to you to help guide Munch in efforts to rescue fellow test creatures. These critters will be forever loyal to Munch and in turn enable his escape . Once free, Munch teams up with Abe and together they are guided by the wisdom of the Almighty Raisin. They are informed as to how to accomplish their goals, but in order to do so, they must work together. For Munch, his dream is to bring back his species from the brink of extinction. For Abe, it is to rescue his Mudokon buddies.<br><br>Using special powers, cool power-ups, and other special abilities to deliver payback to the Vykkers, Abe and Munch reclaim the last gabbit eggs on Oddworld, which have been packaged in a can of gabbiar. May Odd help you!</p>
235GB4;1154076;Oddworld Munch Odyssey (Limited Edition);Video Games and Consoles - Nintendo Switch - Games;12+;21.94;3760156485331;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235GB4/6e7beb2747304b9297ca971881cd3de1.jpg/f/oddworld-munch-odyssey-limited-edition.jpg;29;;English;English,French,Spanish,Italian,Dutch;English,French,Italian,German,Spanish;12+;;;;;;;;;;;;;;;Limited Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>How would you feel if you broke your leg in a scrab trap, were abducted by soulless scientists, had an alien device implanted in your skull, and found out your race had been hunted to extinction?<br><br>It's up to you to help guide Munch in efforts to rescue fellow test creatures. These critters will be forever loyal to Munch and in turn enable his escape . Once free, Munch teams up with Abe and together they are guided by the wisdom of the Almighty Raisin. They are informed as to how to accomplish their goals, but in order to do so, they must work together. For Munch, his dream is to bring back his species from the brink of extinction. For Abe, it is to rescue his Mudokon buddies.<br><br>Using special powers, cool power-ups, and other special abilities to deliver payback to the Vykkers, Abe and Munch reclaim the last gabbit eggs on Oddworld, which have been packaged in a can of gabbiar. May Odd help you!</p>
AD3M5P;179063;HORI - Fighting Stick Mini for Playstation 4 - Black;Video Games and Consoles - PlayStation 3 - Accessories - Controllers;;32.06;4961818025127;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD3M5P/e6a9abca51f4434fb0ab0701f6672cb9.jpg/f/hori-fighting-stick-mini-for-playstation-4-black.jpg;30;HORI;;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Immense fun truly comes in small packages! The HORI Fighting Stick Mini is compact, convenient for storing, and improves your gaming performance. This new HORI stick is smaller than a notebook, but offers the full set of buttons and joystick of a proper arcade controller. The case even provides space for players to rest their wrists for those long gaming sessions. Turbo functions are fully intact, and buttons can be set to 20 times per second turbo or turbo hold for sustained firing. Besides shooting and fighting games, the controller is also compatible with a vast array of game genres.</p><ul>	<li><span class=a-list-item>Officially licensed by SCEA</span></li>	<li><span class=a-list-item>Compact size and easy to use</span></li>	<li><span class=a-list-item>8 button layout with turbo function included (20 times/sec)</span></li>	<li><span class=a-list-item>For beginners and advanced users</span></li>	<li><span class=a-list-item>9.8 feet long cable</span></li></ul>
236J8P;1162587;Nintendo Switch Neon Blue Joy-Con (L);Video Games and Consoles - Nintendo Switch - Accessories - Controllers;;30.03;0045496431389;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236J8P/b46a34937d264b6e9c3551b156e5ab1d.jpg/f/nintendo-switch-neon-blue-joy-con-l.jpg;43;Nintendo;;;;;;;;;;;;;Blue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Each Joy-Con has a full set of buttons and can act as a standalone controller, and each includes an accelerometer and gyroscope motion sensor, making independent left and right motion control possible.<br></p>
2348UN;1143642;Moving Out;Video Games and Consoles - PlayStation 4 - Games;3+;16.16;5056208807250;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2348UN/f36a331cf9bf45d9a05c8eb121e3b634.png/f/moving-out.png;20;;English;English;English,Swedish,German,French,Spanish,Italian,Portuguese,Polish,Russian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>&nbsp<strong>Pre-purchase</strong>&nbspMoving Out and receive The Employees of the Month Pack to reach moving greatness! Moving Out is a ridiculous physics-based moving simulator that brings new meaning to couch co-op! Get ready for an exciting career in furniture! As a certified Furniture Arrangement & Relocation Technician, youâll take on moving jobs all across the town of Packmore.&nbsp</p><p>Each member of this band of eager movers is packed with a passion for manual labour and really wants to pass their probation.&nbsp  </p><p>Professor Inkle! Why move with two arms when you can move with eight!&nbsp Bruce! Cute, cuddly and ruthlessly efficient!&nbsp Sprinkles! A great all-rounder and smells delicious!&nbsp Dials! Gives customers a great reception, just don't push their buttons!&nbsp Become the greatest moving team Packmore has ever seen with this team of trusty movers!</p><p>Moving Out</p><p>Become a certified removals master in this action, puzzle, physics based moving simulator that brings new meaning to couch co-op.</p><p>In Moving Out players can train alone or with friends to learn the dos and don'ts of moving furniture. Expect plot twists, irreverent humour, cameos and borderline trademark infringing scenarios. You thought moving was dull, think again!</p><p>Co-op! Enjoy the game solo as an independent contractor or team up with some friends for the full story mode. Up to four players can cosy up on the couch together and argue over the best way to move.... a couch!</p><p>Action! Players will learn the ropes in a series of increasingly precarious and fantastical instructional lessons. These span everything from unloading unwanted office supplies to smuggling giraffes out of the zoo</p><p>Puzzles! How freight gets from one place to another is entirely up to players, so toss the manual out the window and get creative. Break down the walls, throw things, and use technology like portals and ray guns.</p><p>Physics! Don't know the perfect trajectory to throw a refrigerator through a window? You will!</p><p>Themes! If you can move a couch, then you can move a couch in space. Moving Out will take players on a journey through some incredibly unconventional moving scenarios</p><p>Grab your friends and become a certified moving master in Moving Out!</p><p>Moving Out is currently in development as the premiere title from SMGâs Melbourne studio and is made in collaboration with Stockholm-based developer Devm Games</p>
AE9SW2;1122709;Sonic Generations (XONE/360);Video Games and Consoles - Xbox One - Games;7+;10.11;5055277021338;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE9SW2/9d897ebf36bf4feea55a78d8e8afb3c9.png/f/sonic-generations-xone-360.png;416;;English,French,Italian,German,Spanish;English;English,German,Spanish,French,Italian;6+;;;;;;;;;;;;;;;Bundle Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Set across three defining eras from 20 years of Sonic the Hedgehog video game history, the instantly recognizable environments of Sonic Generations have been re-built in stunning HD and are now playable in both classic side scrolling 2D from 1991, as well as modern 3D style found in Sonic's most recent adventures. Each incarnation of Sonic in Sonic Generations comes complete with his trademark special move, Spin Dash and Spin Attack for Classic Sonic, and the Homing Attack and Sonic Boost for Modern Sonic. An innovative new interactive menu system allows for complete immersion in Sonic's universe with favorite characters and hidden treasures gradually being revealed throughout the game.</p>
236Y5R;1165315;Piranha Playstation 5 Dual Controller Charge Station White & Black;Video Games and Consoles - PlayStation 5 - Accessories - Chargers;;19.58;4897076695126;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236Y5R/248ce39b69f04704a9ecffca0298cc31.png/f/piranha-playstation-5-dual-controller-charge-station-white-black.png;17;Next Level Racing & Piranha;;;;;;;;;;;;;White;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Store and charge two Official PlayStation&trade 5 controllers simultaneously with the Dual Controller Charger.</p><p>This simple, easy to use charger will ensure your controllers are ready when you need them to be.</p><ul><li>Simply place the controller on the station to charge&nbsp</li><li>Connects to the console via Type-C to Type-C USB cable (included)&nbsp</li><li>Solid base with rubber feet adds stability to the charge station&nbsp</li><li>Designed for use with Official PlayStationÂ®5 controllers&nbsp</li><li>LED charge status indication via controller</li><li>Controller not included&nbsp</li></ul>
2368ZS;1160185;Dissidia Final Fantasy NT (DE/EGFIS);Video Games and Consoles - PlayStation 4 - Games;;1.67;5021290079014;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2368ZS/7e425e730444490b94c88b8f4c4939c2.jpg/f/dissidia-final-fantasy-nt-de-egfis.jpg;1883;;English;German;English,French,German,Italian,Spanish;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Import;;;;;;;;;;;;;;;;<ul><li><span class=a-list-item>FINAL FANTASY, everything you could ever want â Over twenty playable FINAL FANTASY legends to play. Over ten iconic battle arenas. And legendary summons.</span></li><li><span class=a-list-item>Welcome warrior, there's a mode for all â A mode for every player, whether it's competitive online matches, custom lobbies for friends only, offline matches versus AI, or training to learn and refine combat techniques.</span></li><li><span class=a-list-item>The more you fight, the more you gainâ After each battle, the player will receive experience points and Gil. With that, players can gain new skills and freely customize their character.</span></li><li><span class=a-list-item>Only the brave survive â The bravery combat system allows a much deeper and more methodical approach to the fighting game genre, separating luck from skill. The way to win is to garner bravery points before unleashing critical HP attacks against your opponent.</span></li><li><span class=a-list-item>Enter the arena in early 2018.</span></li></ul>
AD9SF2;1014269;Splatoon 2;Video Games and Consoles - Nintendo Switch - Games;7+;37.84;0045496420437;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD9SF2/68e15260f6e340d28787c62bc72d8e1d.png/f/splatoon-2.png;306;;English;English;English,French,German,Spanish,Italian,Dutch,Russian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Ink-splatting action is back and fresher than ever.</p><p>Get hyped for the sequel to the hit game about splatting ink and claiming turf, as the squid-like Inklings return in a colorful and chaotic 4 vs. 4 action shooter. For the first time, take Turf War battles on-the-go via local multiplayer in portable play styles. You can also compete in frenetic online matches like before. Two years have passed since the release of Splatoon, and two years have also passed in the game world, leading to an evolution in fashion trends and new styles of weapons and gear. Staying fresh never looked so good.</p><p>Features:</p><ul><li><strong>New weapons</strong> â New dual-wielding Splat Dualies join the action, complete with a new Dodge Roll move. Mainstays like the Splat Roller and Splat Charger have also been remixed to include new gameplay mechanics and brand-new special weapons.</li><li><strong>Local and Online Multiplayer</strong> â In a first for the series, compete in local multiplayer Turf War battles, whether in TV mode or on-the-go in handheld or tabletop modes. Online battles also make a return.</li><li><strong>New ways to play</strong> â Play using the Joy-Con controllers or the Nintendo Switch Pro Controller, both of which allow for gyro controls for better aiming and control.</li><li><strong>New Trends </strong>â Two years have passed since the release of Splatoon in real life, and two years have also passed in the game world. Some familiar characters return under different circumstances, and new characters are introduced as well.</li><li><strong>Fresh Updates</strong> - Similar to Splatoon for Wii U, updates will roll out post-launch, adding new content.</li><li><strong>Smart Device Support </strong>â An upcoming smart-phone application for the Nintendo Switch system will enhance matchmaking and allow for voice chat options.</li><li><strong>Turf War</strong> â Iconic 4 vs. 4 Turf War battles return. The goal is to splat ink on as much territory as possible, while strategically submerging yourself in your team's colors and blasting your enemies.</li></ul>
2375GS;1166530;Microsoft Xbox X Wireless Controller White;Video Games and Consoles - Xbox Series X - Accessories - Controllers;;47.37;0889842611564;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2375GS/224d925638ae4d4191cfb8d9363d6634.jpg/f/microsoft-xbox-x-wireless-controller-white.jpg;84;Microsoft;;English;;;;;;;;;;;White;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong></strong><strong>Elevate your game</strong></p><p>Experience the modernised design of the Xbox Wireless Controller, featuring sculpted surfaces and refined geometry for enhanced comfort during gameplay. Stay on target with textured grip and a hybrid D-pad. Seamlessly capture and share content with a dedicated Share button. Quickly pair with, play on and switch between devices including Xbox Series&nbspX - S, Xbox One, Windows 10 PC and Android. iOS support coming in the future.</p><p><strong>Dedicated share button</strong></p><p>Seamlessly capture and share content such as screenshots, recordings, and more with the new Share button.</p><p><strong>Stay on target</strong></p><p>Stay on target with the new hybrid D-pad, textured grip on the triggers, bumpers and back-case.</p><p><strong>Switch devices</strong></p><p>Easily pair and switch between devices including Xbox Series&nbspX, Xbox Series&nbspS, Xbox One, Windows 10 PC and Android. iOS support coming in the future.</p><p><strong>Compatibility</strong></p><p>Includes Xbox Wireless and BluetoothÂ® technology for wireless gaming on console, PC, mobile phones and tablets. Plug in any compatible headset with the 3.5mm stereo headset jack.</p><p><strong>Connectivity</strong>: <br>Connect to Xbox consoles with Xbox Wireless. <br>Wirelessly connect to Windows 10 PCs, tablets and Android using Bluetooth. <br>iOS support coming in the future. <br>Some functionality not supported.<br></p>
2375GT;1166531;Microsoft Xbox X Wireless Controller Black;Video Games and Consoles - Xbox Series X - Accessories - Controllers;;47.37;0889842611595;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2375GT/f58ed363a614412a9104adc3f8f95bca.jpg/f/microsoft-xbox-x-wireless-controller-black.jpg;24;Microsoft;;English;;;;;;;;;;;Black;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong></strong><strong>Elevate your game</strong></p><p>Experience the modernised design of the Xbox Wireless Controller, featuring sculpted surfaces and refined geometry for enhanced comfort during gameplay. Stay on target with textured grip and a hybrid D-pad. Seamlessly capture and share content with a dedicated Share button. Quickly pair with, play on and switch between devices including Xbox Series&nbspX - S, Xbox One, Windows 10 PC and Android. iOS support coming in the future.</p><p><strong>Dedicated share button</strong></p><p>Seamlessly capture and share content such as screenshots, recordings, and more with the new Share button.</p><p><strong>Stay on target</strong></p><p>Stay on target with the new hybrid D-pad, textured grip on the triggers, bumpers and back-case.</p><p><strong>Switch devices</strong></p><p>Easily pair and switch between devices including Xbox Series&nbspX, Xbox Series&nbspS, Xbox One, Windows 10 PC and Android. iOS support coming in the future.</p><p><strong>Compatibility</strong></p><p>Includes Xbox Wireless and BluetoothÂ® technology for wireless gaming on console, PC, mobile phones and tablets. Plug in any compatible headset with the 3.5mm stereo headset jack.</p><p><strong>Connectivity</strong>: <br>Connect to Xbox consoles with Xbox Wireless. <br>Wirelessly connect to Windows 10 PCs, tablets and Android using Bluetooth. <br>iOS support coming in the future. <br>Some functionality not supported.<br></p>
AJ2HG8;1114434;Nintendo Switch Semi Joy-Con Racing Wheel;Video Games and Consoles - Nintendo Switch - Accessories - Controller Accessories;;4.61;5060491776360;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ2HG8/93620eab31a140f89ddacd11dd8168be.jpeg/f/nintendo-switch-semi-joy-con-racing-wheel.jpeg;12;ORB;;;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Nintendo Switch Semi Joy-Con Wheel Motion control steering. Compatible with left & right Joy-Cons.</p><p>2 x Wheels included.</p>
235CM8;1153260;Demon's Souls (Nordic);Video Games and Consoles - PlayStation 5 - Games;18+;59.8;0711719812821;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235CM8/dcf846c36c64485aa7f9de42ebec649f.jpg/f/demons-souls-nordic.jpg;26;;English,French,German,Italian,Spanish;Swedish,Danish,Norwegian,Finnish,English;Danish,Dutch,English,Finnish,French,German,Italian,Norwegian,Polish,Portuguese,Russian,Spanish,Swedish;16+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p>From Japan Studio and Bluepoint Games comes a remake of the PlayStation classic, Demonâs Souls. In addition to beautiful shadow effects and ray tracing, players can choose between two graphics modes while playing: one focused on fidelity, and one focused on frame rate.</p>
2358KT;1151687;Nexomon: Extinction;Video Games and Consoles - Nintendo Switch - Games;7+;20.22;5060690791577;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2358KT/f38920845b1a4b219fb0153d29b96293.jpg/f/nexomon-extinction.jpg;15;;English;English,French,German,Spanish,Italian;English,French,German,Spanish,Italian;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Classic Monster Catching</strong><br>Trust yourself to step into the tall grass as you discover, tame and evolve over 300 unique Nexomon! Enjoy catchy chiptunes while travelling the charming 2D world of Nexomon!</p><p><strong>Exciting Battles</strong><br>Face wild Nexomon or the ones of other tamers in exciting battles! The game's dynamic difficulty makes it easy to get into, but will require you to learn about its eleven elemental types to succeed!</p><p><strong>Explore a fantastic world</strong><br>From arid deserts to sprawling forests and freezing tundras: there are many different regions in Nexomon: Extinction, each with special effects on monsters and secrets to uncover!</p><p><strong>A new story begins</strong><br>With its exciting story, quirky characters and a lighthearted companion who doesn't take himself too seriously, Nexomon: Extinction is a delight for fans of classic monster catching!</p>
AD5M7V;1033063;Deluxe Travel Case with Splatoon 2;Video Games and Consoles - Nintendo Switch - Accessories - Cases & Storage;;10.97;0663293109395;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD5M7V/d403afd871804248bbc3513737dcec20.jpg/f/deluxe-travel-case-with-splatoon-2.jpg;137;;;English;;;;;;;;;;;Black;;;;;;Deluxe Edition;;;;;;;;;;;;;;;;;Black;English;;;;;;;;;;;;;;;;<p>Deluxe Travel Case with Splatoon 2 image</p><ul><li>Holds and protects Nintendo Switch</li><li>Padded divider to protect screen with zippered mesh pocket for Joy-Con Straps and extra Game Cards</li><li>Durable hard shell case for maximum protection</li><li>Comfortable carrying handle</li></ul><p>Red Transparent Game Card Case 2 pcs</p><ul><li>Each case holds 4 Nintendo Switch Game Cards and stores neatly beneath Switch System</li></ul><p>Red Transparent Micro SD Card Case 2 pcs</p><ul><li>Each case holds 2 Micro SD cards and fits in any section of Game Card Case</li><li>Dust free protection</li></ul>
AE24BW;1014271;Arms;Video Games and Consoles - Nintendo Switch - Games;12+;40.15;0045496420369;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE24BW/93f35c41d6884242857b3ffd6d0ad9df.jpg/f/arms.jpg;97;;English;English;English,French,German,Spanish,Italian,Dutch,Russian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>The first fighting game of its kind!</p><p>Choose a fighting champion from around the world, equip your own combination of extendable arms, and then use a mix of button presses and quick hand motions to really take the fight to your opponent. Throw punches and guide them midflight to hit agile fighters, avoid incoming attacks with dashes, or trampoline high into the air to rain down fists from above. Power-up your punches to deal extra damage or curve your fists around obstacles to hit skittish opponents. Fill up your special gauge to dish out devastating combinations and finish them off. Unleash your inner fighter in this unbelievable sporting event!</p><ul><li><strong>Fight via simple motion and button controls</strong> â Grab onto your Joy-Con with a unique thumbs-up grip and use simple motions and button presses to outthink your opponent. Toss and curve punches when you find an opening, and dodge a flurry of incoming attacks. It's fast-paced fun for everyone!</li><li><strong>Select from a variety of fighters</strong> â Select from brand-new fighting superstars like Ribbon Girl, Master Mummy, and more! Each fighter has their own special attributes to learn and master.</li><li><strong>Fight in arenas with unique obstacles</strong> â Throw punches around (or through) mysterious liquid-filled columns in a spooky laboratory, or in certain arenas, toss fighters onto trampolines for epic aerial skirmishes.</li><li><strong>Choose your arms carefully</strong> â Each weapon has its own strength. Some are slow and do tons of damage, while others are fast as lighting, but will only serve to set up larger combinations. It's up to you to mix and match your arms to fit your play style.</li></ul>
AK7Y6S;1137210;Slim Travel Case Nintendo Switch Lite;Video Games and Consoles - Nintendo Switch - Accessories - Cases & Storage;;8.66;0663293110865;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AK7Y6S/e906ecdefffa4deb9487873bee0f05bd.jpg/f/slim-travel-case-nintendo-switch-lite.jpg;113;;;;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Slim Travel Case Nintendo Switch Lite</p>
234ED8;1145439;Nintendo Switch Lite Carrying Case with Animal Crossing: New Horizons theme;Video Games and Consoles - Nintendo Switch - Accessories - Cases & Storage;;20.22;0045496431372;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/234ED8/cd301fb56ede452db93047898321af60.jpg/f/nintendo-switch-lite-carrying-case-with-animal-crossing-new-horizons-theme.jpg;109;Nintendo;;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Nintendo Switch Lite Carrying Case with an Animal Crossing: New Horizons theme.</p>
235W6S;1156910;Minecraft: Dungeons - Hero Edition;Video Games and Consoles - PlayStation 4 - Games;7+;19.06;5060760880644;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235W6S/d28f75f3a3b74ccc8705b7d3a7686dbf.jpg/f/minecraft-dungeons-hero-edition.jpg;335;;English,German,French,Brazilian,Japanese;English;English,French,German,Italian,Portuguese,Russian,Spanish,Polish,Brazilian,Japanese,Korean;12+;;;;;;;;;;;;;;;Special Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Take Minecraft Dungeons to the next level with the Hero Edition, which includes the base game and the Hero Pass upgrade!</p><p>Fight your way through an all-new action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe! Brave the dungeons alone, or team up with friends! Up to four players can battle together through action-packed, treasure-stuffed, wildly varied levels â all in an epic quest to save the villagers and take down the evil Arch-Illager! Discover a trove of powerful new weapons and items that will help you defeat ruthless swarms of new-and-nasty mobs. Fight or flee through canyons, swamps and â of course â mines! Any adventurer brave or foolish enough to explore this blocky and beautiful world will need to come prepared. So quickly, gear up!<br><br>The Hero Edition includes a Hero Cape, two player skins, and a chicken pet. It also includes two DLC packs, when they become available.</p><p><strong>Features</strong><br></p><ul><li>Dungeon Creeper! Battle new-and-nasty mobs in this all-new action-adventure, inspired by classic dungeon crawlers.</li><li>Multiplayer! Up to four players can team up and fight together in co-op mode.</li><li>Power Up! Unlock dozens of unique items and weapon enchantments for devastating special attacks.</li><li>Options! Personalize your character, then fight up-close and personal with melee swings, hang back with ranged attacks, or tank your way through swarms of mobs, shielded by heavy armour!</li><li>Epicness! Explore treasure-stuffed levels in a quest to take down the evil Arch-Illager!</li></ul>
