Art.Nr;Titel;Warengruppe;System;Genre;Label;Nachbestellbar j/n;Bestand;Laufzeit-Gesamt;FSK;EAN;EK-Preis;Bewertung;Empf.VK;Aktions VK;Aktions EK;Darsteller 1;Regisseur;DVD-Anzahl;Beschreibung;Original BestellNr;VÖ-Datum;Lieferant;aktiv;Jpg-Pfad
402748;XB-One  Controller S org. white NEU wireless (XB-1 S) auch für PC WIN10;XB-ONE Zubehör;XB-ONE;Zubehör;Microsoft;J;       0;;33;0889842084351;      42,50;;    59,99;    59,99;;;;  1;Xbox One Wireless Controller<BR><BR>Mit dem Xbox One Wireless Controller erlebt der Spieler <BR> die Action auf neue Art und Weise. Die neuen <BR> Impuls-Trigger geben Vibrationen direkt an die <BR> Fingerspitzen weiter, sodass man die Action am eigenen <BR> Leib spürt. Die berarbeiteten Analog-Sticks und das neue <BR> Digi-Pad sorgen für maximale Präzision. Der Xbox One <BR> Wireless Controller, unter dessen Haube 40 Neuerungen <BR> stecken, liegt perfekt in der Hand, sodass der Spielspaß <BR> niemals aufhört.<BR><BR>;;02.08.2016;Microsoft;1;https://bilderserver.vitrex.de/402748.jpg
402783;N 64 Controller schwarz  NEU;N64 Zubehör;N64;Zubehör;Eaxus;J;       0;;33;4260183011958;       8,50;;    14,95;    14,95;;;;;;;17.06.2016;Sonderposten;1;https://bilderserver.vitrex.de/402783.jpg
402790;Days Gone  PS-4;PS4 Software;PS4;ActionAdventure;Sony;J;     195;;18;0711719797111;      49,78;TOP1;    71,95;    71,95;;;;  1;Zwischen dem Überleben und dem sicheren Tod steht nur dein <BR> Motorrad. Es ist dein stetiger Begleiter in diesem <BR> packenden Action-Adventure, das dich in eine schroffe und <BR> gnadenlose Wildnis entlässt. <BR>Streife und kämpfe dich durch ein todbringendes <BR> postpandemisches Amerika<BR>Hast du die Fähigkeiten  und den Mut , um den Schrecken <BR> dieser zerbrochenen Welt zu trotzen? Wirst du dieses <BR> riesige Open-World-Action-Adventure lebendig überstehen?<BR><BR>Schlüpfe in die schmutzbefleckten Stiefel des einstig <BR> geächteten Bikers und Kopfgeldjägers Deacon St. John. <BR> Suche nach deiner Bestimmung in einem Land, das von Unheil <BR> und Verderben umgeben ist. Auf deiner Suche nach <BR> Baumaterialien für überlebensnotwendige Gegenstände und <BR> Waffen durchstreifst du verlassene Siedlungen. Versuche, <BR> dein Stück vom Kuchen durch fairen Handel mit anderen <BR> Überleben zu ergattern ... oder nutze die eher <BR> gewalttätigere Gangart.<BR><BR>In Zeiten, in denen die Menschheit von einer globalen <BR> Pandemie zerrüttet wurde und geschändete Kreaturen, die <BR> Freaker, umherziehen, könnte jeder Fehltritt dein letzter <BR> sein. Gib also acht und schreite mit Vorsicht in ein neues <BR> Leben, mitten in der verlassenen pazifischen Hochwüste im <BR> Nordwesten der Vereinigten Staaten. <BR> <BR>Ein eindrucksvolles Szenario<BR>Von sattgrünen Wald- und Wiesenlandschaften zu frostig <BR> verschneiten Ebenen und unfruchtbaren Lavafeldern, der <BR> pazifische Nordwesten ist sowohl wunderschön als auch <BR> tödlich. Erkunde Gebirgszüge, unterirdische Höhlensysteme, <BR> Bergwerke und kleine ländliche Siedlungen, welche von <BR> Jahrmillionen an vulkanischer Aktivität gezeichnet wurden.<BR> <BR>Gnadenlose und brutale Gefechte<BR>Grausame Banden und Freakerhorden ziehen durch das Land. <BR> Nutze deine Umgebung und anpassbare Fallen, Waffen und <BR> ausbaubare Fähigkeiten, um am Leben zu bleiben. Lass nie <BR> dein Motorrad zurück, denn es ist ein unabdingbares <BR> Hilfsmittel in diesen überwältigenden und weitläufigen <BR> Gefilden.<BR> <BR>Eine sich stetig wandelnde Umwelt<BR>Schwing dich auf Deacons altbewährtes Motorrad und <BR> entdecke eine ungestüme Welt, die das Wetter, ein <BR> einschneidender Tag-Nacht-Wechsel und die Freaker <BR> maßgeblich prägten. Letztere entwickeln sich stetig weiter <BR> und passen sich an ihre Umgebung und die Menschen darin <BR> an.   <BR> <BR>Eine beeindruckende Geschichte<BR>Tauche ein in eine eindringliche Erzählung von <BR> Verzweiflung, Betrug und Bedauern. Erlebe Deacon St. Johns <BR> Suche nach Hoffnung im Angesicht eines tiefgreifenden <BR> persönlichen Verlusts. Wie definiert man Menschlichkeit, <BR> wenn jeder Tag ein Kampf ums Überleben ist? <BR>;;26.04.2019;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/402790.jpg
402791;Days Gone  PS-4  AT;PS4 Software;PS4;ActionAdventure;Sony;J;       0;;ungeprüft;0711719796619;      50,80;;    71,95;    71,95;;;;  1;Zwischen  Tod steht nur dein Motorrad. Es ist dein <BR> stetiger Begleiter in diesem packenden Action-Adventure, <BR> das dich in eine schroffe und gnadenlose Wildnis entlässt. <BR>Streife und kämpfe dich durch ein todbringendeFigkeiten  <BR> und den Mut , um den Schrecken dieser zerbrochenen Welt zu <BR> trotzen? Wirst du dieses riesige <BR> Open-World-Action-Adventure lebendig überstehen?<BR><BR>Schlüpfe in die schmutzbefleckten Stiefel des einstig <BR> geächteten Bikers und Kopfgeldjägers Deacon St. John. <BR> Suche nach deiner Bestimmung in einem Land, das von Unheil <BR> und Verderben umgeben ist. Auf deiner Suche nach <BR> Baumaterialien für überlebensnotwendige Gegenstände und <BR> Waffen durchstreifst du verlassene Siedlungen. Versuche, <BR> dein Stück vom Kuchen durch fairen Handel mit anderen <BR> Überleben zu ergattern ... oder nutze die eher <BR> gewalttätigere Gangart.<BR><BR>In Zeiten, in denen die Menschheit von einer globalen <BR> Pandemie zerrüttet wurde und geschändete Kreaturen, die <BR> Freaker, umherziehen, könnte jeder Fehltritt dein letzter <BR> sein. Gib also acht und schreite mit Vorsicht in ein neues <BR> Leben, mitten in der verlassenen pazifischen Hochwüste im <BR> Nordwesten der Vereinigten Staaten. <BR> <BR>Ein eindrucksvolles Szenario<BR>Von sattgrünen Wald- und Wiesenlandschaften zu frostig <BR> verschneiten Ebenen und unfruchtbaren Lavafeldern, der <BR> pazifische Nordwesten ist sowohl wunderschön als auch <BR> tödlich. Erkunde Gebirgszüge, unterirdische Höhlensysteme, <BR> Bergwerke und kleine ländliche Siedlungen, welche von <BR> Jahrmillionen an vulkanischer Aktivität gezeichnet wurden.<BR> <BR>Gnadenlose und brutale Gefechte<BR>Grausame Banden und Freakerhorden ziehen durch das Land. <BR> Nutze deine Umgebung und anpassbare Fallen, Waffen und <BR> ausbaubare Fähigkeiten, um am Leben zu bleiben. Lass nie <BR> dein Motorrad zurück, denn es ist ein unabdingbares <BR> Hilfsmittel in diesen überwältigenden und weitläufigen <BR> Gefilden.<BR> <BR>Eine sich stetig wandelnde Umwelt<BR>Schwing dich auf Deacons altbewährtes Motorrad und <BR> entdecke eine ungestüme Welt, die das Wetter, ein <BR> einschneidender Tag-Nacht-Wechsel und die Freaker <BR> maßgeblich prägten. Letztere entwickeln sich stetig weiter <BR> und passen sich an ihre Umgebung und die Menschen darin <BR> an.   <BR> <BR>Eine beeindruckende Geschichte<BR>Tauche ein in eine eindringliche Erzählung von <BR> Verzweiflung, Betrug und Bedauern. Erlebe Deacon St. Johns <BR> Suche nach Hoffnung im Angesicht eines tiefgreifenden <BR> persönlichen Verlusts. Wie definiert man Menschlichkeit, <BR> wenn jeder Tag ein Kampf ums Überleben ist? <BR>;;26.04.2019;Sony Austria;1;https://bilderserver.vitrex.de/402791.jpg
402794;Spiderman  PS-4;PS4 Software;PS4;Action;Sony;J;      24;;12;0711719416579;      15,88;TOP1;    42,95;    42,95;    15,88;;;  1;Marvel's Spider-Man<BR><BR>Ein brandneues Spider-Man-Abenteuer von Marvel und <BR> Insomniac Games.<BR>Mit dem weltweit berühmtesten Superhelden in der <BR> Hauptrolle beinhaltet Marvel's Spider-Man alles, wofür der <BR> Wandkletterer bekannt ist: Akrobatische Fähigkeiten, <BR> Improvisation und das Verschießen von Netzen. Aber neben <BR> den altbekannten wurden auch neue, noch nie dagewesene <BR> Elemente ins Spiel integriert. Die Merkmale reichen von <BR> Parkour und dem Ausnutzen der Umgebung bis zu einem neuen <BR> Kampfsystem und Blockbuster-Szenerien. So haben Sie <BR> Spider-Man noch nie zuvor gespielt.<BR><BR>Marvel und Insomniac Games haben sich zusammengetan, um <BR> eine brandneue und authentische Spider-Man-Geschichte zu <BR> kreieren. Das ist nicht der Spider-Man, den Sie aus Filmen <BR> oder anderen Spielen kennen. Das ist ein erfahrener Peter <BR> Parker, der der Kriminalität in New York City noch <BR> effektiver die Stirn bietet. Gleichzeitig versucht der <BR> Held sein chaotisches Privatleben und seine Karriere unter <BR> einen Hut zu bringen, während das Schicksal von 9 <BR> Millionen New Yorkern auf seinen Schultern lastet.<BR><BR>Werden Sie zu Spider-Man<BR>Als routinierter Spider-Man mit großer Erfahrung auf dem <BR> Gebiet der Verbrechensbekämpfung beherrscht Peter Parker <BR> seinen mächtigen Spinnensinn, seine dynamischen und <BR> akrobatischen Fähigkeiten und seinen neuen Anzug perfekt. <BR> <BR><BR>Erleben Sie eine eigenständige Geschichte<BR>Dies ist ein brandneues Spider-Man-Universum mit bekannten <BR> Charakteren in bisher unbekannten Rollen. Übernehmen Sie <BR> die Kontrolle über ein kompliziertes Doppelleben als <BR> junger Erwachsener mit großen Kräften ... und sich <BR> entwickelnden Beziehungen. <BR><BR>Stürzen Sie sich in eine offene Welt<BR>Schwingen Sie in epischen Actionszenen mit tiefgründiger <BR> Handlung und glaubwürdigen Charakteren frei durch Marvels <BR> New York City.<BR>;;07.09.2018;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/402794.jpg
402795;Spiderman  PS-4  AT;PS4 Software;PS4;Action;Sony;J;     114;;ungeprüft;0711719416173;      15,88;;    42,95;    42,95;    15,88;;;  1;Marvel's Spider-Man<BR><BR>Ein brandneues Spider-Man-Abenteuer von Marvel und <BR> Insomniac Games.<BR>Mit dem weltweit berühmtesten Superhelden in der <BR> Hauptrolle beinhaltet Marvel's Spider-Man alles, wofür der <BR> Wandkletterer bekannt ist: Akrobatische Fähigkeiten, <BR> Improvisation und das Verschießen von Netzen. Aber neben <BR> den altbekannten wurden auch neue, noch nie dagewesene <BR> Elemente ins Spiel integriert. Die Merkmale reichen von <BR> Parkour und dem Ausnutzen der Umgebung bis zu einem neuen <BR> Kampfsystem und Blockbuster-Szenerien. So haben Sie <BR> Spider-Man noch nie zuvor gespielt.<BR><BR>Marvel und Insomniac Games haben sich zusammengetan, um <BR> eine brandneue und authentische Spider-Man-Geschichte zu <BR> kreieren. Das ist nicht der Spider-Man, den Sie aus Filmen <BR> oder anderen Spielen kennen. Das ist ein erfahrener Peter <BR> Parker, der der Kriminalität in New York City noch <BR> effektiver die Stirn bietet. Gleichzeitig versucht der <BR> Held sein chaotisches Privatleben und seine Karriere unter <BR> einen Hut zu bringen, während das Schicksal von 9 <BR> Millionen New Yorkern auf seinen Schultern lastet.<BR><BR>Werden Sie zu Spider-Man<BR>Als routinierter Spider-Man mit großer Erfahrung auf dem <BR> Gebiet der Verbrechensbekämpfung beherrscht Peter Parker <BR> seinen mächtigen Spinnensinn, seine dynamischen und <BR> akrobatischen Fähigkeiten und seinen neuen Anzug perfekt. <BR> <BR><BR>Erleben Sie eine eigenständige Geschichte<BR>Dies ist ein brandneues Spider-Man-Universum mit bekannten <BR> Charakteren in bisher unbekannten Rollen. Übernehmen Sie <BR> die Kontrolle über ein kompliziertes Doppelleben als <BR> junger Erwachsener mit großen Kräften ... und sich <BR> entwickelnden Beziehungen. <BR><BR>Stürzen Sie sich in eine offene Welt<BR>Schwingen Sie in epischen Actionszenen mit tiefgründiger <BR> Handlung und glaubwürdigen Charakteren frei durch Marvels <BR> New York City.<BR>;;07.09.2018;Sony Austria;1;https://bilderserver.vitrex.de/402795.jpg
402898;Death Stranding  PS-4;PS4 Software;PS4;Action;Sony;J;      26;;16;0711719997696;      49,78;TOP1;    72,95;    72,95;;;;  1;Was ist Death Stranding?<BR>Der legendäre Spielemacher Hideo Kojima (Metal Gear Solid) <BR> präsentiert mit den Darstellern Norman Reedus, Mads <BR> Mikkelsen, La Seydoux und Lindsay Wagner ein brandneues <BR> Open-World-Action-Adventure für PlayStation4, das sich <BR> über Genrekonventionen hinwegsetzt. In der nahen Zukunft <BR> erschüttern mysteriöse Explosionen die Erde und lösen eine <BR> Reihe übernatürlicher Ereignisse aus, die als der <BR> Gestrandete Tod bekannt sind. Während Wesen aus einer <BR> anderen Welt den Globus heimsuchen und der Menschheit die <BR> Zerstörung droht, ist es an Sam Porter Bridges, durch die <BR> verwüstete Ödnis zu reisen und die Menschheit vor dem <BR> Aussterben zu bewahren. <BR> <BR>Meistere einzigartige Herausforderungen<BR>Bereite dich vor und versuche, eine Reihe von Zielen zu <BR> erreichen, um ein geteiltes Land wieder zu vereinen, <BR> während du auf deiner Reise mit dem Gewicht deiner Fracht <BR> klarkommen musst. Schütze deine Vorräte vor wilden <BR> Banditen und hüte dich vor den furchterregenden <BR> gestrandeten Dingen ... sonst enttäuschst du jene, die <BR> sich auf dich verlassen.<BR> <BR>Erkunde die Welt<BR>Die Decima-Engine rendert eine hyperrealistische <BR> Landschaft, die der Gestrandete Tod völlig verändert hat. <BR> Unpassierbare Hindernisse blockieren deinen Weg und <BR> zwingen dich, andere Routen zu finden, während <BR> übernatürliche Elemente den physischen Zustand deiner <BR> Umgebung verändern. <BR> <BR>Der Tod ist nicht das Ende<BR>In Death Stranding gibt es kein traditionelles Game Over. <BR> Wenn du im Kampf stirbst, findest du dich in einem auf dem <BR> Kopf stehenden Reich wieder und musst dir den Weg zurück <BR> ins Leben suchen. Wähle deine Kampfmethoden mit Bedacht, <BR> denn das Eliminieren deines Gegners ist fast niemals die <BR> Lösung  und jeder Tod hat Konsequenzen.<BR>;;08.11.2019;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/402898.jpg
402899;Death Stranding  PS-4  AT;PS4 Software;PS4;Action;Sony;J;    1327;;ungeprüft;0711719951407;      48,50;;    72,95;    72,95;;;;  1;Was ist Death Stranding?<BR>Der legendäre Spielemacher Hideo Kojima (Metal Gear Solid) <BR> präsentiert mit den Darstellern Norman Reedus, Mads <BR> Mikkelsen, La Seydoux und Lindsay Wagner ein brandneues <BR> Open-World-Action-Adventure für PlayStation4, das sich <BR> über Genrekonventionen hinwegsetzt. In der nahen Zukunft <BR> erschüttern mysteriöse Explosionen die Erde und lösen eine <BR> Reihe übernatürlicher Ereignisse aus, die als der <BR> Gestrandete Tod bekannt sind. Während Wesen aus einer <BR> anderen Welt den Globus heimsuchen und der Menschheit die <BR> Zerstörung droht, ist es an Sam Porter Bridges, durch die <BR> verwüstete Ödnis zu reisen und die Menschheit vor dem <BR> Aussterben zu bewahren. <BR> <BR>Meistere einzigartige Herausforderungen<BR>Bereite dich vor und versuche, eine Reihe von Zielen zu <BR> erreichen, um ein geteiltes Land wieder zu vereinen, <BR> während du auf deiner Reise mit dem Gewicht deiner Fracht <BR> klarkommen musst. Schütze deine Vorräte vor wilden <BR> Banditen und hüte dich vor den furchterregenden <BR> gestrandeten Dingen ... sonst enttäuschst du jene, die <BR> sich auf dich verlassen.<BR> <BR>Erkunde die Welt<BR>Die Decima-Engine rendert eine hyperrealistische <BR> Landschaft, die der Gestrandete Tod völlig verändert hat. <BR> Unpassierbare Hindernisse blockieren deinen Weg und <BR> zwingen dich, andere Routen zu finden, während <BR> übernatürliche Elemente den physischen Zustand deiner <BR> Umgebung verändern. <BR> <BR>Der Tod ist nicht das Ende<BR>In Death Stranding gibt es kein traditionelles Game Over. <BR> Wenn du im Kampf stirbst, findest du dich in einem auf dem <BR> Kopf stehenden Reich wieder und musst dir den Weg zurück <BR> ins Leben suchen. Wähle deine Kampfmethoden mit Bedacht, <BR> denn das Eliminieren deines Gegners ist fast niemals die <BR> Lösung  und jeder Tod hat Konsequenzen.<BR>;;08.11.2019;Sony Austria;1;https://bilderserver.vitrex.de/402899.jpg
402979;Gute Laune Wimmelbild-Spielebox, Die  PC;PC Software;PC;Sammlung;S.A.D.;J;       0;;6;4017404028475;      10,95;;    19,99;    19,99;;;;  1;Jetzt wird gewimmelt!<BR><BR>Hol dir jetzt mit dieser einzigartigen Gute Laune <BR> Wimmelbild-Spielebox 12 wunderschöne Wimmelbild-Abenteuer <BR> und erlebe stundenlangen Spielspaß und Spannung!<BR><BR>Jage Mörder, besiege Dämonen und decke mysteriöse Fälle <BR> auf. Lass dich in die Welt der Märchen und Geschichten <BR> entführen, berge geheimnisvolle Artefakte und halte einen <BR> Wahnsinnigen auf! Das und vieles mehr erwartet dich mit <BR> diesen 12 Vollversionen:<BR><BR>- Lost Souls 2<BR>- Alex Hunter - Herr der Gedanken<BR>- The Fool<BR>- Demon Hunter<BR>- Natural Threat 2<BR>- Millenium Secrets 2 - Das verfluchte Collier<BR>- Small Town Terrors<BR>- Treasure Masters 2<BR>- Our Worst Fears - Blumen des Todes<BR>- Alchemy Myteries<BR>- Revenge of the Spirit<BR>- Alice - Behind the Mirror<BR><BR>;;25.08.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/402979.jpg
402980;12 Heldentaten des Herkules 2  PC BUDGET Der kretische Stier Yellow Valley;PC Software;PC;Geschicklichkeit;S.A.D.;J;       0;;o.A.;4017404028482;       3,16;;     4,99;     4,99;;;;  1;Befreie das Land vor dem Stier!<BR><BR>Schlüpfe in die Rolle des berühmten Herkules und versuche <BR> den großen kretischen Stier zu zähmen. Leider macht ihm <BR> dabei die böse Göttin Hera einen Strich durch die <BR> Rechnung: Sie erschreckt den riesigen Stier, der daraufhin <BR> das Land verwüstet! <BR><BR>Mach dich auf den Weg, um den Stier wieder einzufangen und <BR> bekämpfe dabei Minotauren und andere Fabelwesen, sammle <BR> Ressourcen, baue Straßen und Schiffe und löse unglaubliche <BR> Rätsel.<BR><BR>Features:<BR>- Tolle Grafiken<BR>- Witzig animierte Charaktere<BR>- Sammle versteckte Puzzleteile und spiele Minispiele<BR>- Begleite den bekanntesten Helden Griechenlands<BR>;;18.08.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/402980.jpg
403025;FF World of  PS-4 World of Final Fantasy;PS4 Software;PS4;Rollenspiel;Square Enix;J;      13;;12;5021290070981;      13,40;A;    21,90;    21,90;;;;  1;WORLD OF FINAL FANTASY nimmt den Spieler mit auf ein nie <BR> dagewesenes Abenteuer. Du übernimmst hierbei die Rolle <BR> eines Geschwisterpaars, das auf der Suche nach ihren <BR> Erinnerungen, zahlreiche FINAL FANTASY-Welten bereist und <BR> hierbei auf liebenswert gestaltete Monster trifft. Das <BR> Spiel kombiniert hierbei klassisches Rollenspiel-Gameplay <BR> mit einem bezaubernden Grafikstil.<BR><BR>Spieler zähmen und trainieren unzählige, bekannte Monster <BR> des FINAL FANTASY-Universums, um diese für sich in die <BR> Schlacht zu führen. Durch die individuelle Entwicklung und <BR> das Stapeln der einzelnen Monster, können sie eigene <BR> strategische Monster-Kombinationen erschaffen, die sich <BR> den Widersachern in den Weg stellen. <BR>;;28.10.2016;Koch Media GmbH;1;https://bilderserver.vitrex.de/403025.jpg
403057;RIDE 2  PS-4;PS4 Software;PS4;Rennspiel;Atari;J;       0;;o.A.;8059617105570;       7,95;AA;    12,99;    12,99;;;;  1;<BR>Sie sind der Fahrer<BR><BR>Willkommen im Motorrad-Tempel, der einzigen digitalen <BR> Werkstatt, die es Ihnen erlaubt, die schnellsten, <BR> kultigsten und originellsten Motorräder der Welt zu <BR> entdecken, zu tunen und zu testen.<BR><BR>Die besten Maschinen der bekanntesten Marken erwarten Sie. <BR> Sie können in diesem einmaligen Videospiel gegen andere <BR> Spieler antreten und der Welt zeigen, was Sie draufhaben!<BR><BR>Über 170 Motorräder sind die unangefochtenen Protagonisten <BR> in diesem neuen Kapitel der langerwarteten <BR> Rennspiel-Fortsetzung! Spüre, wie das Adrenalin durch Ihre <BR> Adern strömt, und stellen Sie sich mit der Leidenschaft <BR> und Kühnheit eines Profi-Fahrers den haarsträubendsten <BR> Kurven.<BR><BR>Ride 2 enthält die Strecken der wildesten und spannendsten <BR> Rennen aller Zeiten. Land-, Stadt-, GP-, Straßen-, Moto- <BR> und Drag-Rennen: Nehmen Sie die Herausforderung der <BR> schwierigsten Streckenarten an und lassen Sie die <BR> Konkurrenz mit jedem Quietschen der Reifen in einer <BR> Staubwolke zurück!<BR><BR>;;07.10.2016;BANDAI Namco Entertainment;1;https://bilderserver.vitrex.de/403057.jpg
403148;PSN Code  15  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;       0;;18;4260484194367;      11,97;;    15,00;    15,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nach Gegnern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kannst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;18.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403148.jpg
403149;PSN Code  10  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;     599;;18;4260469313684;       8,00;;    10,00;    10,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nach Gegnern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kannst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;11.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403149.jpg
403150;PSN Code  35  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;     210;;18;4260469313622;      27,88;;    35,00;    35,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nach Gegnern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kannst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;11.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403150.jpg
403151;PSN Code  20  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;       0;;18;4260469313653;      15,99;;    20,00;    20,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nacern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kanst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;11.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403151.jpg
403152;PSN Code  50  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;       0;;18;4260469313998;      39,82;;    50,00;    50,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nach Gegnern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kannst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;11.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403152.jpg
403153;PSN Code  75  Euro Code wird als PDF Datei geliefert PlayStation Network Einzweckgutschein;PSN Code;PlayStation;Guthaben Karte Online;Sony;J;       0;;18;4260484194374;      59,71;;    75,00;    75,00;;;;  1;PSN Code - DIGITAL<BR><BR>PlayStation Plus ist die größte Community für Spieler der <BR> nächsten Generation.<BR><BR>PS4-Online-Multiplayer: Egal, ob du nach Gegnern oder <BR> Mitstreitern suchst, nur mit PlayStation Plus kannst du <BR> PS4-Spiele online genießen.<BR>Monatliche Spiele: Downloade jedes Jahr 24 ausgewählte <BR> PS4-Spiele ohne Zusatzkosten.<BR>Exklusive Rabatte: Profitiere im PlayStation Store von <BR> ganz besonderen Angeboten für Games und Extras.<BR>Online-Speicher: Sichere dir 10 GB Cloud-Speicher für <BR> deine PS4 -Spielstände, 1 GB für PS3  und 1 GB für PS Vita.<BR><BR>Exklusiver Zugriff: Teste ausgewählte Demos und offizielle <BR> Beta-Testversionen vor allen anderen. <BR>;;18.07.2016;Sonderposten;1;https://bilderserver.vitrex.de/403153.jpg
