Art.Nr;Titel;Warengruppe;System;Genre;Label;Nachbestellbar j/n;Bestand;Laufzeit-Gesamt;FSK;EAN;EK-Preis;Bewertung;Empf.VK;Aktions VK;Aktions EK;Darsteller 1;Regisseur;DVD-Anzahl;Beschreibung;Original BestellNr;VÖ-Datum;Lieferant;aktiv;Jpg-Pfad
405252;VR Battlezone  PS-4 VR wird benötigt;PS4 Software;PS4;Shooter;Sony;J;       4;;12;0711719868750;      21,51;TOP1;    32,99;    32,99;;;;  1;Du sitzt im Cockpit einer Superwaffe, dem stärksten Panzer <BR> aller Zeiten. Mit an Bord: die vernichtendsten Waffen <BR> aller Zeiten und tolle Power-ups. Überliste und <BR> überflügele den Gegner, presche durch Legionen von Boden- <BR> und Lufteinheiten und kämpfe dich vor bis zum finalen <BR> epischen Showdown. Battlezone für die PlayStation VR <BR> bietet eine epische Panzer-Kriegsführung aus der <BR> Ego-Perspektive mit atemlos-intensiven Kämpfen und nie <BR> dagewesener Kampfatmosphäre.<BR><BR>Mit beeindruckender Retro-SciFi-Ästhetik und weitläufigen <BR> Karten von monumentalem Maßstab ist Battlezone eine <BR> ehrgeizige Würdigung des Originalspiels von 1980 und des <BR> goldenen Zeitalters der Videospielautomaten. Navigiere <BR> durch eine spannende, prozedural erzeugte Kampagne mit <BR> Dutzenden von Umgebungen, Levels und Missionen. Mit jedem <BR> Durchspielen schaltest du noch mehr Munition, Waffen und <BR> Sonderausstattungen frei. Karten, Missionen und Bewaffnung <BR> sind jedes Mal wieder komplett anders. Kein Spiel ist wie <BR> das andere.<BR><BR><BR>;;13.10.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405252.jpg
405254;VR Robinson: The Journey  PS-4 VR wird benötigt;PS4 Software;PS4;Adventure;Sony;J;       0;;12;0711719865759;      21,51;TOP1;    32,95;    32,95;;;;  1;Entdecke eine lebende, atmende Welt mit deinen eigenen <BR> Augen dank der Kraft von PlayStation VR  und schärfe alle <BR> deine Sinne, um im natürlichen Lebensraum enormer <BR> prähistorischer Echsen zu überleben.<BR><BR>Bestaune diese neue Welt mit den Augen von Robin, einem <BR> kleinen Jungen, der die Bruchlandung auf einem mysteriösen <BR> Planeten, der vollständig in der Zeit des Jura steckt, <BR> überlebt hat. Entdecke in einer mitreißenden Geschichte <BR> voller Emotionen die Geheimnisse von Robins unglaublicher <BR> Umgebung und erkunde die das unbekannte Land zusammen mit <BR> einem fliegenden Roboterassistenten, der dich während <BR> deiner Reise auf Schritt und Tritt begleitet.<BR><BR>Interagiere mit dem Terrain, den Pflanzen und den <BR> Kreaturen, denen du begegnest  vom harmlosen <BR> Pflanzenfresser bis hin zu furchterregenden Raubtieren an <BR> der Spitze der Nahrungskette  und erlebe mit dem <BR> VR-Headset dank der Kraft der CRYENGINE ein packend <BR> realistisches Spielgefühl.<BR><BR>;;09.11.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405254.jpg
405256;VR RIGS: Mechanized Combat League  PS-4 VR wird benötigt   PEGI;PS4 Software;PS4;Shooter;Sony;J;       5;;ungeprüft;0711719860853;      21,85;;    32,95;    32,95;;;;  1;RIGS wirft dich exklusiv auf PlayStation VR in explosive <BR> Kampfarenen, in denen mechanische Sportler und <BR> futuristische Sportarten aufeinandertreffen. Im packenden <BR> Einzelspielermodus werden deine Fähigkeiten auf die Probe <BR> gestellt, während du an deiner Team-Taktik feilen kannst. <BR> Sobald du weitere, mächtigere RIGS freigeschaltet hast, <BR> kannst du es online mit Gegnern aus aller Welt aufnehmen.<BR><BR>In einer nahen Zukunft erwartet dich in der Mechanized <BR> Combat League eine Reihe verschiedener Sportwettkämpfe, <BR> bei denen Teams aus RIGS-Piloten an realen Orten <BR> gegeneinander antreten. Miss dich mit Teams aus aller <BR> Welt, während du mit den RIGS in unterschiedlichen <BR> Spielmodi eine neue Form von räumlichem Bewusstsein <BR> erlebst.<BR>;;13.10.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405256.jpg
405258;VR Until Dawn: Rush of Blood  PS-4  PEGI VR wird benötigt;PS4 Software;PS4;Horror;Sony;J;       0;;ungeprüft;0711719846758;      14,71;;    24,95;    24,95;;;;  1;Das irre Team hinter dem Horror-Klassiker Until Dawn für <BR> PS4 hat jetzt etwas Neues für dich: Until Dawn: Rush of <BR> Blood, ein VR-Erlebnis, das selbst bei den abgebrühtesten <BR> Fans von Arcade-Shootern für Gänsehaut sorgen wird.<BR><BR>Bewaffnet bis an die Zähne musst du dir deinen Weg durch <BR> unheimliche Monsterhorden kämpfen, die dich aus allen <BR> Richtungen angreifen. Dich erwarten bei dieser höllischen <BR> Achterbahnfahrt jede Menge Herausforderungen und das Ganze <BR> gibt es nur für PlayStation VR. Kannst du sieben Level <BR> lang puren Terror überleben und dir einen Platz in der <BR> globalen Rangliste sichern?<BR><BR>Du hast die Wahl zwischen unterschiedlichen Pfaden und <BR> albtraumhaften Mottos, die dir die Haare zu Berge stehen <BR> lassen werden. So sind keine zwei Fahrten gleich und auch <BR> du wirst nie mehr so sein wie vorher<BR><BR><BR>;;13.10.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405258.jpg
405262;VR Battlezone  PS-4  PEGI VR wird benötigt;PS4 Software;PS4;Shooter;Sony;J;       1;;ungeprüft;0711719869955;      21,85;;    32,99;    32,99;;;;  1;Du sitzt im Cockpit einer Superwaffe, dem stärksten Panzer <BR> aller Zeiten. Mit an Bord: die vernichtendsten Waffen <BR> aller Zeiten und tolle Power-ups. Überliste und <BR> überflügele den Gegner, presche durch Legionen von Boden- <BR> und Lufteinheiten und kämpfe dich vor bis zum finalen <BR> epischen Showdown. Battlezone für die PlayStation VR <BR> bietet eine epische Panzer-Kriegsführung aus der <BR> Ego-Perspektive mit atemlos-intensiven Kämpfen und nie <BR> dagewesener Kampfatmosphäre.<BR><BR>Mit beeindruckender Retro-SciFi-Ästhetik und weitläufigen <BR> Karten von monumentalem Maßstab ist Battlezone eine <BR> ehrgeizige Würdigung des Originalspiels von 1980 und des <BR> goldenen Zeitalters der Videospielautomaten. Navigiere <BR> durch eine spannende, prozedural erzeugte Kampagne mit <BR> Dutzenden von Umgebungen, Levels und Missionen. Mit jedem <BR> Durchspielen schaltest du noch mehr Munition, Waffen und <BR> Sonderausstattungen frei. Karten, Missionen und Bewaffnung <BR> sind jedes Mal wieder komplett anders. Kein Spiel ist wie <BR> das andere.<BR><BR>;;13.10.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405262.jpg
405291;NES mini Netzteil BigBen;N64 Zubehör;N64;Hardware;Nintendo;J;       0;;33;3499550353785;       5,19;;     8,99;     8,99;;;;  1;;;11.11.2016;Bigben Interactive GmbH;1;https://bilderserver.vitrex.de/405291.jpg
405292;NES mini Tasche classic;N64 Zubehör;N64;Hardware;Nintendo;J;       0;;33;3499550353808;       7,04;;    12,99;    12,99;;;;  1;;;21.11.2016;Bigben Interactive GmbH;1;https://bilderserver.vitrex.de/405292.jpg
405552;XB-One  Controller S + USB Kabel (PC) Xbox One (Wireless, USB), für PC (USB);XB-ONE Zubehör;XB-ONE;Zubehör;Microsoft;J;       0;;33;0889842121971;      44,90;;    59,99;    59,99;;;;  1;- Kompatibilität: Xbox One, PC <BR>- Anbindung: kabelgebunden, USB <BR>- Stromversorgung: USB <BR>- Tasten: 13 (gesamt), 3 (Funktionstasten), 4 <BR> (Aktionstasten), 2 (Trigger), 2 (Schultertasten), 2 <BR> (Analogsticks)<BR>- Analogsticks: 1 konkav (links über Steuerkreuz), 1 <BR> konkav (rechts unter Aktionstasten) <BR>- Steuerkreuz: gerade <BR>- Farbe: schwarz <BR>- Besonderheiten: 4 Vibrationsmotoren, 3.5mm Klinke<BR>;;26.10.2016;Microsoft;1;https://bilderserver.vitrex.de/405552.jpg
405597;PS4  Controller org. black V2 wireless Dual Shock 4 UN 3481 Li-ion batteries contained in equipment;PS4 Zubehör;PS4;Zubehör;Sony;J;       0;;33;0711719870050;      42,33;;    59,99;    59,99;;;;;Jetzt kannst du deine Triumphe und Erfolge mit nur einem <BR> Tastendruck mit deinen Freunden auf beliebten sozialen <BR> Netzwerken teilen. <BR>Eingebaute Mono-Lautsprecher sowie Kopfhörer und <BR> Kopfhöreranschluss. Lass dich von den Details <BR> beeindrucken. Genieße mit dem Controller Sound-Effekte in <BR> High-Fidelity und chatte über ein Headset online mit <BR> deinen Freunden. <BR><BR>Verstärkte Vibration<BR>Du wirst nicht nur alles detailgetreuer sehen und hören, <BR> du wirst es dank der verstärkten Vibration auch stärker <BR> fühlen. <BR><BR>Neue Form<BR>Dank dem neuen Design übernimmst du die Steuerung mit noch <BR> mehr Komfort, während die verbesserten Analogsticks und <BR> Tasten für noch mehr Präzision sorgen.<BR> <BR>Touchpad<BR>Mit dem Touchpad kannst du die Führung übernehmen, <BR> gestikulieren und zeichnen. Es befindet sich auf der <BR> Vorderseite des Controllers und wird deine Art zu spielen <BR> revolutionieren. <BR><BR>Leuchtenleiste<BR>Dank der vier Farb-LEDs kannst du Spieler leichter <BR> identifizieren und schneller nützliche Spielinformationen <BR> sehen, zum Beispiel, dass ein Charakter schweren Schaden <BR> erleidet. <BR>;;17.10.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/405597.jpg
405624;Gute Laune 3 Gewinnt Spielbox  PC;PC Software;PC;Sammlung;S.A.D.;J;       0;;o.A.;4017404029250;      11,00;;    19,99;    19,99;;;;  1;;;28.11.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/405624.jpg
405626;Bau der chinesischen Mauer  PC Yellow Valley;PC Software;PC;Wimmelbild;S.A.D.;J;       0;;o.A.;4017404029007;       2,99;B;     4,99;     4,99;;;;  1;Hilf dem jungen und weisen Architekten, Konk Baotu, für <BR> den Kaiser eine Mauer um das chinesische Reich zu bauen, <BR> um es vor Feinden zu schützen. Sammle Rohstoffe, baue <BR> Produktionsstätten, stelle Arbeiter ein und nimm dich vor <BR> Banditen und Drachen in Acht! Schaffst du es, die Mauer zu <BR> vollenden und die Hand der Prinzessin Fan Tanrui als <BR> Belohnung zu erhalten? <BR>;;18.11.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/405626.jpg
405679;EA Origin Cash Card 15 Euro Deutschland Verkauf erfolgt im Namen u. auf Rechnung des Gutscheinausstellers;Code-Karte Wert;Code-Card;Code-Card;Electronic Arts;J;       0;;33;4260469319402;      15,00;;    15,00;    15,00;;;;  1;Diese Geschenkkarte kann für Käufe bei Origin genutzt <BR> werden  einschließlich vollständiger Spiele, <BR> herunterladbarer Inhalte und Origin Access-Abonnements. <BR>;;21.10.2016;Sonderposten;1;https://bilderserver.vitrex.de/405679.jpg
405680;EA Origin Cash Card 30 Euro Deutschland Verkauf erfolgt im Namen u. auf Rechnung des Gutscheinausstellers;Code-Karte Wert;Code-Card;Code-Card;Electronic Arts;J;       0;;33;4260469319419;      30,00;;    30,00;    30,00;;;;  1;Diese Geschenkkarte kann für Käufe bei Origin genutzt <BR> werden  einschließlich vollständiger Spiele, <BR> herunterladbarer Inhalte und Origin Access-Abonnements. <BR>;;21.10.2016;Sonderposten;1;https://bilderserver.vitrex.de/405680.jpg
405816;Multi USB Multi-Hub 4fach inkl. Netzteil;Multiplattform;Multiplattform;Zubehör;Bigben Interactive;J;       0;;33;3499550351774;      11,56;;    19,99;    19,99;;;;  1;;;31.10.2016;Bigben Interactive GmbH;1;https://bilderserver.vitrex.de/405816.jpg
405867;Whispered World  PC  Budget;PC Software;PC;Adventure;F+F Publ.;J;       0;;12;4250181201925;       7,10;;     9,99;     9,99;;;;  1;The Whispered World - Das neue Spiel von den Machern von <BR> Edna Bricht Aus<BR><BR>Der Junge Sadwick reist mit dem Wanderzirkus seiner <BR> Familie durch die Welt, doch nach Lachen ist ihm gar nicht <BR> zu Mute. Immer wieder wird er von Albträumen heimgesucht, <BR> in denen die ihm vertraute Welt auseinander bricht. Noch <BR> weiß er nicht, dass diese nächtlichen Visionen einen <BR> schicksalhafte Bedeutung haben: Er selbst wird den <BR> Untergang herbeiführen. Gemeinsam mit seinem Haustier Spot <BR> begibt sich Sadwick auf eine abenteuerliche Reise, um die <BR> Prophezeiung abzuwenden und die Welt zu retten.<BR><BR>The Whispered World entführt den Spieler in eine <BR> fantastische Welt von atemberaubender Schönheit. Von Hand <BR> gezeichnete 2D-Charaktere in Trickfilmqualität und <BR> Hintergründe voller animierter Details hauchen der <BR> Geschichte um die geflüsterte Welt Leben ein. Die <BR> klassische Point&Click-Steuerung lässt die Herzen von <BR> Adventure-Fans höher schlagen. The Whispered World ist ein <BR> modernes Märchen, das jeden berührt: intelligent erzählt <BR> und spektakulär umgesetzt. Protagonist Sadwick begibt sich <BR> auf eine gefahrvolle Reise durch eine fantastische <BR> Märchenwelt!<BR><BR>Features:<BR>- Fantastische Welt: Entdecken Sie die geflüsterte Welt <BR> und begegnen Sie bizarren Kreaturen<BR>- Wundervolle, von Hand gezeichnete 2D- Hintergründe und <BR> Charaktere auf höchstem Niveau<BR>- Sehnsüchtig erwartet: Das neue Spiel von den Machern von <BR> Edna Bricht Aus<BR>- Erforschen Sie märchenhafte Orte und lösen Sie <BR> fantasievolle Rätsel<BR>- Inklusive 3 magische Würfel für den Eintritt in die <BR> geflüsterte Welt...<BR><BR>;;05.12.2016;F + F Distribution GmbH;1;https://bilderserver.vitrex.de/405867.jpg
405954;EA Origin Cash Card 20 Euro Deutschland Verkauf erfolgt im Namen u. auf Rechnung des Gutscheinausstellers;Code-Karte Wert;Code-Card;Code-Card;Electronic Arts;J;       0;;33;4260469319723;      20,00;;    20,00;    20,00;;;;  1;Diese Geschenkekarte ist für alle digitalen Inhalte auf <BR> Origin gültig, einschließlich Die Sims Basisspiele und <BR> Erweiterungen. <BR>;;21.10.2016;Sonderposten;1;https://bilderserver.vitrex.de/405954.jpg
405955;EA Origin Cash Card 40 Euro Deutschland Verkauf erfolgt im Namen u. auf Rechnung des Gutscheinausstellers;Code-Karte Wert;Code-Card;Code-Card;Electronic Arts;J;       0;;33;4260469319730;      40,00;;    40,00;    40,00;;;;  1;Diese Geschenkekarte ist für alle digitalen Inhalte auf <BR> Origin gültig, einschließlich Die Sims Basisspiele und <BR> Erweiterungen. <BR>;;21.10.2016;Sonderposten;1;https://bilderserver.vitrex.de/405955.jpg
406018;Red Dead Redemption 2  PS-4;PS4 Software;PS4;Action;Take2;J;    2286;;18;5026555423076;      16,84;TOP1;    69,99;    69,99;    16,84;;;  1;Red Dead Redemption 2 wird von den Machern von Grand Theft <BR> Auto V und Red Dead Redemption entwickelt und erzählt eine <BR> epische Geschichte vom erbarmungslosen Leben im Herzen <BR> Amerikas. Die weitläufige und atmosphärische Welt dient <BR> darüber hinaus auch als Grundlage für ein brandneues <BR> Online-Multiplayer-Erlebnis. <BR><BR>Alle Vorbestellungen von Red Dead Redemption 2 beinhalten <BR> diese beiden Verbesserungen für den Story-Modus:<BR><BR> Das Streitross: Auf das wunderschöne eisengraue <BR> Ardenner-Streitross ist auch im heftigsten Gefecht stets <BR> Verlass. Mit mehr Courage und Durchhaltevermögen als ein <BR> durchschnittliches Ross wird dieses Pferd auch in <BR> brenzlichen Situationen einen klaren Kopf bewahren.<BR><BR> Das Outlaw Survival Kit: Das Outlaw Survival Kit besteht <BR> aus wichtigen Vorräten, die das harte Leben im Grenzland <BR> erträglicher machen, indem sie Gesundheit, Dead Eye und <BR> mehr wieder auffüllen.<BR>;;26.10.2018;Sonderposten;1;https://bilderserver.vitrex.de/406018.jpg
406019;Red Dead Redemption 2  XB-One;XB-ONE Software;XB-ONE;Action;Take2;J;     208;;18;5026555359009;      16,84;TOP1;    69,99;    69,99;    16,84;;;  1;Red Dead Redemption 2 wird von den Machern von Grand Theft <BR> Auto V und Red Dead Redemption entwickelt und erzählt eine <BR> epische Geschichte vom erbarmungslosen Leben im Herzen <BR> Amerikas. Die weitläufige und atmosphärische Welt dient <BR> darüber hinaus auch als Grundlage für ein brandneues <BR> Online-Multiplayer-Erlebnis. <BR><BR>Alle Vorbestellungen von Red Dead Redemption 2 beinhalten <BR> diese beiden Verbesserungen für den Story-Modus:<BR><BR> Das Streitross: Auf das wunderschöne eisengraue <BR> Ardenner-Streitross ist auch im heftigsten Gefecht stets <BR> Verlass. Mit mehr Courage und Durchhaltevermögen als ein <BR> durchschnittliches Ross wird dieses Pferd auch in <BR> brenzlichen Situationen einen klaren Kopf bewahren.<BR><BR> Das Outlaw Survival Kit: Das Outlaw Survival Kit besteht <BR> aus wichtigen Vorräten, die das harte Leben im Grenzland <BR> erträglicher machen, indem sie Gesundheit, Dead Eye und <BR> mehr wieder auffüllen.<BR>;;26.10.2018;Sonderposten;1;https://bilderserver.vitrex.de/406019.jpg
406020;Red Dead Redemption 2  XB-One  AT;XB-ONE Software;XB-ONE;Action;Take2;J;     121;;ungeprüft;5026555359078;      18,78;TOP1;    79,99;    79,99;    18,78;;;  1;Red Dead Redemption 2 wird von den Machern von Grand Theft <BR> Auto V und Red Dead Redemption entwickelt und erzählt eine <BR> epische Geschichte vom erbarmungslosen Leben im Herzen <BR> Amerikas. Die weitläufige und atmosphärische Welt dient <BR> darüber hinaus auch als Grundlage für ein brandneues <BR> Online-Multiplayer-Erlebnis. <BR><BR>Alle Vorbestellungen von Red Dead Redemption 2 beinhalten <BR> diese beiden Verbesserungen für den Story-Modus:<BR><BR> Das Streitross: Auf das wunderschöne eisengraue <BR> Ardenner-Streitross ist auch im heftigsten Gefecht stets <BR> Verlass. Mit mehr Courage und Durchhaltevermögen als ein <BR> durchschnittliches Ross wird dieses Pferd auch in <BR> brenzlichen Situationen einen klaren Kopf bewahren.<BR><BR> Das Outlaw Survival Kit: Das Outlaw Survival Kit besteht <BR> aus wichtigen Vorräten, die das harte Leben im Grenzland <BR> erträglicher machen, indem sie Gesundheit, Dead Eye und <BR> mehr wieder auffüllen.<BR>;;26.10.2018;Sonderposten;1;https://bilderserver.vitrex.de/406020.jpg
406021;Red Dead Redemption 2  PS-4  AT;PS4 Software;PS4;Action;Take2;J;     495;;ungeprüft;5026555423144;      16,84;TOP1;    69,99;    69,99;    16,84;;;  1;Red Dead Redemption 2 wird von den Machern von Grand Theft <BR> Auto V und Red Dead Redemption entwickelt und erzählt eine <BR> epische Geschichte vom erbarmungslosen Leben im Herzen <BR> Amerikas. Die weitläufige und atmosphärische Welt dient <BR> darüber hinaus auch als Grundlage für ein brandneues <BR> Online-Multiplayer-Erlebnis. <BR><BR>Alle Vorbestellungen von Red Dead Redemption 2 beinhalten <BR> diese beiden Verbesserungen für den Story-Modus:<BR><BR> Das Streitross: Auf das wunderschöne eisengraue <BR> Ardenner-Streitross ist auch im heftigsten Gefecht stets <BR> Verlass. Mit mehr Courage und Durchhaltevermögen als ein <BR> durchschnittliches Ross wird dieses Pferd auch in <BR> brenzlichen Situationen einen klaren Kopf bewahren.<BR><BR> Das Outlaw Survival Kit: Das Outlaw Survival Kit besteht <BR> aus wichtigen Vorräten, die das harte Leben im Grenzland <BR> erträglicher machen, indem sie Gesundheit, Dead Eye und <BR> mehr wieder auffüllen.<BR>;;26.10.2018;Sonderposten;1;https://bilderserver.vitrex.de/406021.jpg
406055;PS4  Controller org. Wave Blue V2 wireless Dual Shock 4 UN 3481 Li-ion batteries contained in equipment;PS4 Zubehör;PS4;Zubehör;Sony;J;       0;;33;0711719893950;      42,33;;    61,95;    61,95;;;;;Der DualShock 4 Controller bietet einige neue Features, <BR> die völlig neue Wege des Spielens ermöglichen und <BR> wohlüberlegt mit Unterstützung aus der <BR> Entwickler-Community zusammengestellt wurden.<BR><BR>Die Share-Taste erlaubt es Ihnen ganz einfach, Gameplay in <BR> Echtzeit über Streaming-Seiten wie Ustream zu <BR> veröffentlichen. Dort können andere Gamer Spiele <BR> kommentieren oder sogar direkt beitreten und aushelfen. <BR> Daneben k über die Share-Taste Bilder oder Videos zu <BR> Facebook hochladen.<BR><BR>Auf der Vorderseite des DualShock 4 befindet sich eine <BR> LED-Leuchte, die in unterschiedlichen Farben erstrahlen <BR> kann, um die Farbe des Charakters im Spiel abzubilden und <BR> einen Spieler so leicht zu identifizieren. Die Farben <BR> können dem Spieler auch nützliche Informationen liefern, <BR> zum Beispiel wenn der Charakter im Spiel Schaden nimmt.<BR><BR>Der DualShock 4 wurde zusammen mit einem zweiten <BR> Peripherie-Gerät entwickelt, einer Kamera, die die Tiefe <BR> der Umgebung vor ihr wahrnehmen kann und die mithilfe der <BR> LED-Leuchte die Position des Controllers im <BR> dreidimensionalen Raum bestimmen kann.<BR><BR>Die neue Kamera besitzt vier Mikrofone mit der eine <BR> präzise Geräusch-Erkennung und -Ortung möglich ist und <BR> wird den PlayStation Move-Motion-Controller mit einer <BR> grösseren Präzision als je zuvor unterstützen.<BR><BR>Der DualShock 4 bietet auf seiner Vorderseite ein Touchpad <BR> und somit eine neue Input-Methode. Zusätzlich gibt es <BR> einen eingebauten Lautsprecher und einen <BR> Headset-Anschluss, um hochklassige Soundeffekte aus den <BR> Spielen zu übertragen. Der PlayStation 4 wird ein Headset <BR> beiliegen, damit du während des Online-Gamings mit deinen <BR> Freunden chatten und Soundeffekte aus dem Controller hören <BR> kannst<BR>;;25.11.2016;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/406055.jpg
406125;PS4  Headset org. Platinum wireless;PS4 Zubehör;PS4;Zubehör;Sony;J;      53;;33;0711719812753;     125,00;;   199,99;   199,99;   125,00;;;;Bauart: Kopfhörer (Over-Ear) <BR>- Bauform: Kopfbügel <BR>- Prinzip: geschlossen <BR>- Mikrofon: integriert <BR>- Schnittstelle: Funk digital, 3.5mm <BR>- Treiber: 50mm <BR>- Kabel: nein <BR>- Besonderheiten: Rauschunterdrückung, faltbar, <BR> Lautstärkeregler, Surround<BR>;;18.01.2017;Sony Interactive Entertainment;1;https://bilderserver.vitrex.de/406125.jpg
406155;Dying Light   Following Enh. PS-4 UKIT kein Umtauschrecht  indiziert  multi;PS4 Software;PS4;Action;Warner Games;J;      62;;indiziert;5051891162563;      15,80;;    19,99;    19,99;;;;  1;Die Dying Light: Enhanced Edition besteht aus dem<BR>Hauptspiel, The Following und allen bisherigen DLCs<BR><BR>Die Inhalte<BR>- Original Spiel Dying Light verbessert<BR>- Dying Light: The Following<BR>- Die drei Season Pass Inhalte<BR>- Be the Zombie Mode<BR><BR>Inkl. aller Updates.<BR><BR>Die Verbesserungen<BR>- Legend System<BR>- Nightmare Difficulty<BR>;;12.02.2016;Sonderposten;1;https://bilderserver.vitrex.de/406155.jpg
406201;Puzzle Legend of Zelda -  Hyrule Field 500 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011125;       5,90;;     9,95;     9,95;;;;  1;- Offiziell lizenziertes Puzzle inkl. Poster<BR>- 500 Teile<BR>;;15.12.2016;Sonderposten;1;https://bilderserver.vitrex.de/406201.jpg
406205;Puzzle Mario Kart - Funracer 1000 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011118;       7,20;;    12,95;    12,95;;;;  1;;;15.12.2016;Sonderposten;1;https://bilderserver.vitrex.de/406205.jpg
406220;Cursed  PC;PC Software;PC;Geschicklichkeit;S.A.D.;J;       0;;12;4017404029274;       5,46;B;     9,99;     9,99;;;;  1;Finde heraus wer du wirklich bist und rette deinen <BR> Verlobten! Albert, der Verlobte des Hauptcharakters den du <BR> spielst, nimmt weit entfernt einen Job an. Als es eine <BR> Zeit lang keine Neuigkeiten vom ihm gibt, machst du dich <BR> auf den Weg zu ihm. Deinen Verlobten findest du nicht vor, <BR> doch du entdeckst ein altes Geheimnis und triffst auf <BR> angsteinflößende Kreaturen aus dem Jenseits. Das Spiel <BR> Cursed ist voller unerwarteter Wendungen und <BR> Überraschungen. Lebhafte Monster, Musik die unter die Haut <BR> geht und eine atemberaubende Grafik machen das Spiel zu <BR> einem einzigartigen Erlebnis. Bist du bereit dich in ein <BR> Abenteuer voller Nervenkitzel zu stürzen? <BR>;;16.12.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/406220.jpg
406223;Prehistoric Tales  PC Land der Dinosaurier;PC Software;PC;Simulation;S.A.D.;J;       0;;o.A.;4017404029045;       5,46;B;     9,99;     9,99;;;;  1;Land der Dinosaurier (Purple Hills) Erwecke eine uralte <BR> Welt zum Leben! Du stolperst als Fremder, ohne jegliche <BR> Erinnerungen an deine Vergangenheit, in ein Dorf mitten in <BR> der Wildnis, deren Stamm du nun beschützen und in ein <BR> besseres Leben führen willst. Mithilfe deines Trainings <BR> wirst du schnell zu einem geschickten Handwerker, der eine <BR> kleine Stadt aus dem Boden stampfen kann und einem <BR> unerschrockenen Krieger! Verwalte außerdem die Vorräte, <BR> damit die Dorfbewohner immer genug zu Essen und ein Dach <BR> über dem Kopf haben und erfülle Aufträge, wie zum Beispiel <BR> die Siedler vor einer angreifenden Armee zu schützen oder <BR> eine Höhle von Dinosauriern zu befreien. <BR><BR>Gehe noch heute den ersten Schritt einer epischen Reise!<BR>;;16.12.2016;S.A.D. GmbH;1;https://bilderserver.vitrex.de/406223.jpg
406309;Mystery of the Ancients  PC Trübe Wasser BIGFISH;PC Software;PC;Wimmelbild;Astragon;J;       0;;6;4041417620647;       5,46;B;     9,99;     9,99;;;;  1;Seltsame Dinge ereignen sich in Mud Water Creek - einer <BR> Stadt, die über mehrere Inseln verteilt ist. Du wurdest <BR> von Bob Price und seiner Verlobten zu Hilfe gerufen, um <BR> herauszufinden, was ihr Heim befal-len hat. Was als <BR> alltägliche Untersuchung beginnt, verwandelt sich schnell <BR> in eine aufregende Jagd durch das Sumpfgebiet. <BR> Gespenstische Figuren lauern an jeder Ecke. Sie warnen <BR> Dich, dass ein Tor zur Unterwelt geöffnet wurde und nun <BR> die ganze Gegend bedroht. <BR><BR>Woher kommt es, und wer hat es zu verantworten? Gelingt es <BR> Dir, der Stadt zu helfen, bevor es zu spät ist? Finde es <BR> in diesem unheimlichen Wimmelbild-Abenteuer heraus.<BR><BR>;;25.01.2017;Astragon Sales & Services GmbH;1;https://bilderserver.vitrex.de/406309.jpg
